λ,σ,Δσ
200.0,1.1e-19,1.71e-21
201.0,8.87e-20,1.51e-21
202.0,3.1e-20,7.1e-22
203.0,7.83e-21,3.15e-22
204.0,3.28e-21,2.27e-22
205.0,1.99e-21,1.94e-22
206.0,1.3e-21,1.73e-22
207.0,9.9e-22,1.58e-22
208.0,9.07e-22,1.46e-22
209.0,8.83e-22,1.36e-22
210.0,8.74e-22,1.28e-22
211.0,8.92e-22,1.21e-22
212.0,9.06e-22,1.15e-22
213.0,9.39e-22,1.1e-22
214.0,9.74e-22,1.05e-22
215.0,1.05e-21,1.01e-22
216.0,1.11e-21,9.81e-23
217.0,1.16e-21,9.51e-23
218.0,1.24e-21,9.27e-23
219.0,1.33e-21,9.05e-23
220.0,1.45e-21,8.87e-23
221.0,1.57e-21,8.73e-23
222.0,1.72e-21,8.62e-23
223.0,1.88e-21,8.54e-23
224.0,2.06e-21,8.5e-23
225.0,2.28e-21,8.49e-23
226.0,2.53e-21,8.54e-23
227.0,2.8e-21,8.62e-23
228.0,3.11e-21,8.78e-23
229.0,3.45e-21,8.99e-23
230.0,3.83e-21,9.27e-23
231.0,4.25e-21,9.63e-23
232.0,4.72e-21,1.01e-22
233.0,5.23e-21,1.06e-22
234.0,5.79e-21,1.12e-22
235.0,6.41e-21,1.2e-22
236.0,7.07e-21,1.28e-22
237.0,7.8e-21,1.37e-22
238.0,8.59e-21,1.48e-22
239.0,9.45e-21,1.6e-22
240.0,1.04e-20,1.72e-22
241.0,1.14e-20,1.86e-22
242.0,1.24e-20,2.01e-22
243.0,1.35e-20,2.18e-22
244.0,1.47e-20,2.35e-22
245.0,1.6e-20,2.54e-22
246.0,1.73e-20,2.74e-22
247.0,1.86e-20,2.95e-22
248.0,2.01e-20,3.16e-22
249.0,2.16e-20,3.39e-22
250.0,2.31e-20,3.64e-22
251.0,2.48e-20,3.89e-22
252.0,2.65e-20,4.16e-22
253.0,2.82e-20,4.42e-22
254.0,2.99e-20,4.69e-22
255.0,3.16e-20,4.97e-22
256.0,3.35e-20,5.26e-22
257.0,3.54e-20,5.56e-22
258.0,3.73e-20,5.87e-22
259.0,3.91e-20,6.16e-22
260.0,4.08e-20,6.45e-22
261.0,4.25e-20,6.74e-22
262.0,4.43e-20,7.03e-22
263.0,4.62e-20,7.33e-22
264.0,4.8e-20,7.63e-22
265.0,4.97e-20,7.92e-22
266.0,5.13e-20,8.18e-22
267.0,5.26e-20,8.43e-22
268.0,5.39e-20,8.67e-22
269.0,5.53e-20,8.91e-22
270.0,5.66e-20,9.13e-22
271.0,5.78e-20,9.35e-22
272.0,5.89e-20,9.54e-22
273.0,5.97e-20,9.7e-22
274.0,6.04e-20,9.84e-22
275.0,6.09e-20,9.97e-22
276.0,6.15e-20,1.01e-21
277.0,6.19e-20,1.02e-21
278.0,6.21e-20,1.02e-21
279.0,6.21e-20,1.03e-21
280.0,6.18e-20,1.03e-21
281.0,6.14e-20,1.03e-21
282.0,6.1e-20,1.02e-21
283.0,6.06e-20,1.02e-21
284.0,6.02e-20,1.01e-21
285.0,5.96e-20,1.01e-21
286.0,5.86e-20,9.92e-22
287.0,5.72e-20,9.74e-22
288.0,5.56e-20,9.53e-22
289.0,5.4e-20,9.31e-22
290.0,5.25e-20,9.1e-22
291.0,5.12e-20,8.91e-22
292.0,4.99e-20,8.71e-22
293.0,4.86e-20,8.49e-22
294.0,4.69e-20,8.23e-22
295.0,4.49e-20,7.91e-22
296.0,4.25e-20,7.55e-22
297.0,4.01e-20,7.18e-22
298.0,3.78e-20,6.83e-22
299.0,3.58e-20,6.51e-22
300.0,3.39e-20,6.22e-22
301.0,3.22e-20,5.94e-22
302.0,3.05e-20,5.65e-22
303.0,2.87e-20,5.34e-22
304.0,2.66e-20,4.99e-22
305.0,2.43e-20,4.62e-22
306.0,2.2e-20,4.24e-22
307.0,1.98e-20,3.89e-22
308.0,1.79e-20,3.56e-22
309.0,1.62e-20,3.27e-22
310.0,1.47e-20,3.01e-22
311.0,1.33e-20,2.77e-22
312.0,1.21e-20,2.55e-22
313.0,1.09e-20,2.33e-22
314.0,9.62e-21,2.11e-22
315.0,8.35e-21,1.89e-22
316.0,7.13e-21,1.69e-22
317.0,6.01e-21,1.5e-22
318.0,5.03e-21,1.34e-22
319.0,4.19e-21,1.2e-22
320.0,3.49e-21,1.08e-22
321.0,2.89e-21,9.89e-23
322.0,2.38e-21,9.12e-23
323.0,1.95e-21,8.51e-23
324.0,1.59e-21,8.03e-23
325.0,1.29e-21,7.67e-23
326.0,1.05e-21,7.4e-23
327.0,8.39e-22,7.21e-23
328.0,6.72e-22,7.07e-23
329.0,5.37e-22,6.98e-23
330.0,4.31e-22,6.91e-23
331.0,3.4e-22,6.87e-23
332.0,2.67e-22,6.85e-23
333.0,2.16e-22,6.83e-23
